Loan no,Dependents,Graduate,Self_employed,bnf_income,co_bnf_income,loan_amt,loan_term,cred_hist,property_worth,property_area,loan_status
6311,2,1,1,8602,6891,43000,120,0,252000,1,1
6312,0,1,0,3179,380,94000,60,1,308000,1,1
6313,2,1,1,4445,1080,123000,240,1,79000,0,1
6314,5,0,1,6120,9013,8000,60,1,148000,1,1
6315,2,0,1,6689,4578,9000,240,0,342000,1,1
6316,1,0,1,2309,5948,90000,60,0,311000,0,0
6317,4,1,1,1467,7195,131000,240,1,198000,0,1
6318,4,0,0,12088,15415,137000,240,0,213000,0,0
6319,4,1,1,10632,7739,21000,60,1,169000,2,1
6320,2,1,0,8589,9239,131000,120,1,47000,2,1
6321,2,0,0,12465,12600,84000,240,1,11000,0,1
6322,0,1,0,5347,12363,30000,60,1,91000,1,1
6323,2,0,0,18192,4310,144000,120,1,154000,1,1
6324,0,0,0,14839,18128,83000,120,1,79000,2,1
6325,2,0,0,6737,7354,89000,240,1,140000,1,1
6326,2,1,1,3457,11723,111000,60,0,105000,2,1
6327,0,1,1,8412,9701,33000,240,1,136000,2,1
6328,0,0,1,15837,11481,12000,60,0,430000,1,1
6329,5,1,1,16115,1407,84000,120,1,106000,2,1
6330,2,0,1,1292,12421,127000,240,0,333000,2,1
6331,4,0,1,10902,2801,113000,240,0,307000,1,0
6332,2,1,1,13564,10652,72000,180,0,198000,1,1
6333,5,1,0,975,6999,136000,60,1,127000,0,0
6334,1,1,0,37,1950,57000,60,1,487000,0,1
6335,5,1,1,8138,15221,35000,180,0,85000,0,0
6336,3,1,0,6548,4213,69000,240,1,494000,2,1
6337,3,0,0,10979,18153,59000,240,1,181000,2,1
6338,0,0,0,16877,18794,93000,60,0,475000,2,1
6339,3,0,1,7398,4417,31000,240,1,244000,2,1
6340,0,1,0,5004,5941,149000,180,0,88000,2,1
6341,4,0,0,9907,1263,106000,60,1,349000,1,0
6342,4,0,0,3884,7669,15000,240,0,31000,1,0
6343,0,0,0,2337,11129,87000,120,1,206000,0,1
6344,2,1,1,12204,3905,47000,180,0,467000,1,1
6345,4,1,0,10116,1077,95000,120,0,37000,2,0
6346,4,1,0,18670,4605,70000,240,0,231000,1,0
6347,1,0,0,5872,6228,97000,180,1,328000,2,1
6348,4,0,1,16737,3248,137000,120,0,406000,1,0
6349,0,0,0,2176,6717,42000,60,1,422000,0,1
6350,4,1,0,2529,11446,102000,180,1,387000,1,1
6351,0,0,0,3346,10813,28000,180,1,424000,1,1
6352,0,1,0,16540,19633,36000,240,1,288000,0,1
6353,2,0,1,15381,14781,124000,120,0,27000,0,0
6354,4,1,0,8216,12516,108000,180,0,224000,2,0
6355,2,0,1,13605,4021,40000,180,1,243000,1,1
6356,3,1,0,3188,17443,133000,180,1,490000,2,1
6357,1,0,0,8341,14624,37000,60,1,16000,2,1
6358,3,1,0,747,8388,142000,180,1,195000,0,0
6359,4,1,0,19727,5775,54000,120,0,379000,0,0
6360,1,0,0,8575,8027,49000,180,0,276000,0,0
6361,3,1,1,1528,6881,83000,120,0,72000,2,1
6362,2,1,0,11669,7972,97000,60,0,80000,1,1
6363,3,1,0,1686,12786,26000,180,1,246000,0,0
6364,2,0,0,13565,1185,124000,240,0,300000,0,0
6365,2,1,0,13910,11411,117000,180,0,383000,0,0
6366,4,1,0,15285,6631,117000,240,1,33000,1,1
6367,5,0,1,2504,2267,3000,180,1,373000,0,0
6368,3,1,0,19469,6515,103000,180,1,385000,1,1
6369,3,1,1,301,14012,68000,60,0,409000,1,0
6370,0,1,0,5581,3074,131000,180,1,101000,2,1
6371,2,0,1,7412,3353,44000,180,1,378000,1,1
6372,5,0,0,12118,10945,129000,180,1,134000,0,0
6373,2,1,0,10657,853,134000,240,1,289000,1,1
6374,0,0,1,11718,18433,102000,180,0,161000,0,0
6375,4,1,1,5423,9007,80000,240,0,115000,2,1
6376,0,0,0,12159,1039,27000,120,0,180000,2,1
6377,5,1,0,4535,15084,69000,60,1,303000,1,1
6378,5,1,0,19306,6435,114000,120,1,207000,0,0
6379,5,0,0,3920,8405,29000,120,0,177000,0,0
6380,5,1,0,14999,18103,115000,240,1,139000,2,1
6381,0,1,1,729,1154,48000,60,0,274000,1,1
6382,3,1,1,6856,10041,58000,120,0,469000,1,0
6383,1,0,1,116,8727,85000,240,1,165000,1,1
6384,1,1,0,19919,13764,148000,120,0,282000,2,1
6385,5,0,0,5013,686,14000,120,0,454000,0,0
6386,1,0,0,8020,1515,96000,120,0,258000,2,1
6387,3,0,0,7675,8500,131000,240,0,155000,2,0
6388,5,0,0,5434,11575,106000,120,1,298000,0,0
6389,2,0,1,19038,4984,51000,180,1,279000,0,1
6390,3,0,0,8996,12788,130000,240,0,418000,1,0
6391,1,1,0,3593,14816,62000,120,1,418000,2,1
6392,1,1,1,17684,3558,63000,240,1,311000,1,1
6393,1,0,1,9033,6334,126000,60,1,17000,2,1
6394,5,1,0,660,10945,16000,120,0,89000,1,0
6395,3,1,0,11943,3171,3000,60,0,281000,0,0
6396,3,1,0,8440,1688,47000,120,0,28000,0,0
6397,0,0,0,6289,7634,85000,60,0,19000,0,0
6398,3,0,1,18627,7413,5000,120,1,56000,0,0
6399,3,0,0,11711,4568,41000,240,1,77000,0,0
6400,4,0,1,11688,8171,122000,240,1,174000,0,0
6401,1,0,0,11732,186,47000,120,1,112000,0,1
6402,2,1,0,7412,7624,143000,120,1,200000,2,1
6403,5,0,1,14275,8015,4000,60,1,424000,1,1
6404,4,1,0,4298,7886,137000,240,1,304000,2,1
6405,2,0,0,11379,19823,101000,60,1,492000,0,1
6406,3,0,0,3150,707,82000,180,1,1000,0,0
6407,0,1,0,6662,6891,142000,240,0,103000,2,1
6408,4,0,0,10789,15783,61000,120,1,466000,0,0
6409,1,1,1,18486,3519,108000,180,0,199000,1,1
6410,4,0,0,412,10118,119000,180,0,292000,1,0
6411,1,1,0,18913,11333,141000,240,0,65000,1,1
6412,5,0,1,3272,10286,84000,240,0,233000,2,0
6413,2,1,1,17190,17547,127000,180,0,201000,2,1
6414,4,0,1,10349,11522,94000,240,1,345000,1,1
6415,2,1,1,6607,2791,60000,180,0,463000,0,1
6416,5,0,1,10563,8880,121000,60,0,493000,1,0
6417,1,1,1,16241,11210,108000,240,1,365000,2,1
6418,1,0,0,1237,9920,19000,120,1,86000,1,1
6419,3,0,1,8114,7378,116000,120,0,314000,2,0
6420,0,1,0,13548,8013,122000,120,0,171000,2,1
6421,3,0,1,10218,18723,3000,240,1,126000,2,1
6422,3,0,1,10347,12952,142000,60,0,138000,2,0
6423,3,0,1,2540,13081,133000,60,1,300000,0,0
6424,5,0,0,11867,15802,119000,60,0,480000,1,0
6425,5,1,1,12070,1143,149000,120,1,493000,0,1
6426,2,1,1,16073,19610,48000,180,0,231000,1,1
6427,2,1,0,13479,4067,36000,120,0,314000,2,1
6428,4,0,1,12558,1824,126000,180,0,64000,0,0
6429,3,1,0,19136,3669,106000,240,0,137000,0,0
6430,5,1,1,9071,18345,53000,180,1,169000,1,1
6431,2,0,1,9614,18860,42000,180,0,455000,0,0
6432,1,0,0,3238,155,60000,60,0,479000,1,0
6433,5,0,0,2806,5764,46000,180,1,54000,1,0
6434,2,0,0,7040,18427,110000,240,0,124000,0,0
6435,3,1,0,18353,8997,84000,240,0,264000,1,0
6436,0,1,1,8,5212,1000,120,1,228000,0,1
6437,4,1,1,17194,1116,121000,180,1,310000,2,1
6438,5,0,1,1284,3482,32000,240,1,374000,2,1
6439,2,1,0,5701,3695,77000,120,1,411000,2,1
6440,4,1,0,12221,14056,75000,240,1,425000,1,1
6441,3,1,0,834,1485,20000,60,0,471000,1,0
6442,3,0,1,10756,3814,55000,60,0,246000,0,0
6443,1,0,1,10849,7780,61500,120,0,124000,0,0
6444,0,0,0,18579,10422,68000,60,1,296000,2,1
6445,1,1,0,8008,12087,138000,240,1,35000,0,1
6446,5,1,1,7441,5361,34000,180,0,50000,1,0
6447,0,0,0,19330,5167,20000,120,1,267000,1,1
6448,0,1,1,11161,18613,145000,120,1,37000,2,1
6449,1,1,0,2026,9168,98000,180,1,214000,1,1
6450,0,0,0,7965,11905,29000,180,1,215000,0,1
6451,1,1,0,712,12207,125000,180,1,28000,1,1
6452,3,1,0,14183,10628,19000,180,1,466000,0,0
6453,4,1,0,9659,6978,18000,60,1,100000,1,1
6454,0,0,0,10560,13298,116000,120,0,140000,0,0
6455,4,1,0,4407,5976,149000,120,1,189000,2,1
6456,3,1,0,5140,6104,72000,240,1,341000,0,0
6457,3,1,0,6000,14602,55000,60,1,401000,0,0
6458,3,1,0,14869,8625,81000,180,1,494000,0,0
6459,2,1,1,8952,7506,138000,60,0,367000,2,1
6460,3,0,1,5598,18713,124000,120,0,442000,0,0
6461,0,0,0,11556,16667,66000,60,1,299000,0,1
6462,4,0,0,16474,18786,95000,180,1,99000,2,1
6463,0,0,1,8149,18264,94000,120,1,385000,1,1
6464,1,0,0,4998,18757,143000,120,0,342000,1,0
6465,0,0,0,213,1752,13000,180,1,347000,2,1
6466,4,0,0,19987,5083,45000,60,1,74000,0,0
6467,2,1,0,6400,506,56000,240,1,400000,0,1
6468,5,0,1,8560,2220,115000,120,0,417000,1,0
6469,2,1,1,11301,16829,122000,120,1,480000,2,1
6470,1,0,0,7304,6598,65000,180,0,452000,1,0
6471,1,0,1,9644,5787,74000,240,0,394000,1,1
6472,0,0,1,18663,5394,29000,180,0,273000,0,0
6473,2,1,1,15130,9399,87000,180,0,210000,0,1
6474,4,1,1,9955,15907,120000,60,1,18000,1,1
6475,5,1,0,17810,10739,9000,240,0,31000,1,0
6476,2,0,0,7096,5520,123000,240,1,285000,1,1
6477,5,1,0,478,4583,57000,60,1,493000,1,1
6478,5,0,0,1715,6340,118000,180,1,5000,1,0
6479,0,0,1,3950,4398,63000,120,0,147000,2,1
6480,5,0,0,6322,7443,142000,240,1,75000,1,0
6481,1,0,0,10015,2691,92000,120,1,75000,0,1
6482,1,1,1,4683,12496,98000,240,0,305000,0,1
6483,2,0,1,13183,5388,90000,240,0,489000,0,0
6484,2,0,0,4845,1372,117000,60,0,350000,1,0
6485,2,0,1,1520,17268,131000,240,1,130000,1,1
6486,4,1,0,4547,1856,121000,180,0,250000,2,0
6487,3,0,0,6187,9759,24000,180,1,365000,2,1
6488,3,0,1,18975,12190,54000,180,0,304000,1,0
6489,1,0,1,11494,15321,147000,180,1,24000,0,1
6490,4,1,1,17622,9029,62000,60,0,214000,2,1
6491,4,1,1,10168,3600,68000,120,0,112000,1,0
6492,2,0,1,7464,2020,93000,120,1,77000,0,1
6493,4,1,1,4572,9091,101000,60,1,376000,0,1
6494,3,0,1,12611,17248,27000,120,0,154000,0,0
6495,5,1,0,8404,19514,91000,240,0,395000,0,0
6496,2,1,1,4232,9416,89000,120,1,151000,1,1
6497,0,0,0,1488,4472,149000,180,1,488000,1,1
6498,1,1,0,3693,19112,92000,240,1,132000,2,1
6499,0,0,1,14319,11438,27000,60,1,215000,0,1
6500,3,0,1,8419,9052,76000,120,1,268000,1,1
6501,4,1,0,6052,2673,2000,180,0,121000,0,0
6502,0,0,1,17082,6280,121000,240,0,59000,0,0
6503,5,1,0,5372,17613,86000,240,0,256000,0,0
6504,0,0,0,7012,10181,82000,180,0,183000,2,1
6505,4,0,0,10238,2363,118000,180,0,393000,1,0
6506,1,1,1,12311,7326,135000,60,1,367000,2,1
6507,1,1,1,19795,12977,20000,240,0,149000,1,1
6508,2,1,1,5847,4507,125000,240,0,307000,2,1
6509,1,0,0,11048,11225,58000,60,0,138000,2,1
6510,2,0,1,7603,3933,103000,120,1,477000,2,1
6511,5,0,1,16977,10949,107000,120,1,53000,0,0
6512,1,0,1,11501,1771,86000,60,1,222000,2,1
6513,3,0,1,400,7360,97000,240,1,368000,1,1
6514,2,0,1,4256,11404,65000,120,0,364000,2,1
6515,2,1,1,16854,5703,60000,240,0,6000,1,1
6516,5,0,1,6652,4117,52000,120,1,411000,2,1
6517,1,1,1,6345,6266,30000,120,0,258000,1,1
6518,4,1,1,10837,15812,25000,60,0,254000,0,0
6519,3,1,1,14022,17069,32000,60,0,261000,2,1
6520,5,0,1,7389,2639,3000,60,0,197000,0,0
6521,5,0,0,3912,1060,95000,60,1,262000,2,1
6522,4,0,0,8526,9942,109000,180,1,380000,2,1
6523,2,0,0,7018,11614,2000,240,1,31000,1,1
6524,1,0,1,17836,8863,97000,180,0,1000,0,0
6525,3,1,1,17288,5328,107000,120,0,393000,1,0
6526,1,1,1,14570,5859,148000,240,1,330000,2,1
6527,0,0,1,620,2964,108000,60,0,359000,0,0
6528,3,0,1,10124,13956,43000,240,0,444000,2,0
6529,2,0,0,6087,4931,101000,240,1,123000,0,1
6530,0,1,0,6444,10115,115000,120,0,232000,2,1
6531,0,1,0,8862,10465,136000,240,0,174000,0,0
6532,1,0,1,3360,10542,113000,60,1,255000,1,1
6533,3,1,0,10183,3512,140000,240,1,469000,1,1
6534,4,1,0,4571,15134,82000,120,1,368000,1,1
6535,5,1,1,19987,7239,15000,180,0,121000,2,1
6536,0,1,0,12243,10722,29000,120,1,102000,1,1
6537,3,1,0,16942,795,26000,240,0,342000,2,0
6538,4,0,1,4674,918,11000,240,1,9000,1,1
6539,1,0,1,7652,14718,1000,180,1,190000,0,1
6540,3,0,0,8240,8856,131000,240,0,354000,0,0
6541,1,0,1,12550,11823,104000,240,1,186000,1,1
6542,0,0,0,3153,18459,78000,240,1,385000,1,1
6543,4,0,0,4077,7826,19000,180,1,324000,2,1
6544,2,1,1,5771,6076,146000,240,1,442000,1,1
6545,0,1,0,8062,4073,70000,180,0,163000,0,0
6546,3,0,0,3162,6421,133000,240,1,285000,2,1
6547,1,0,0,6670,1090,48000,240,1,2000,1,1
6548,4,1,1,17110,19120,63000,180,1,317000,0,1
6549,4,0,0,15526,8722,23000,60,1,414000,1,0
6550,0,0,1,4341,10430,48000,60,1,284000,1,1
6551,2,1,1,12138,9699,89000,120,0,156000,0,1
6552,3,1,1,19085,7944,134000,240,1,426000,2,1
6553,0,0,1,3927,18729,136000,240,0,167000,0,0
6554,2,1,1,924,9637,75000,60,0,131000,0,1
6555,0,1,1,11307,1659,69000,120,0,334000,0,1
6556,0,0,0,11083,8908,121000,180,1,363000,2,1
6557,5,1,0,10729,13375,72000,180,1,488000,2,1
6558,0,1,0,14128,5900,107000,240,0,203000,0,0
6559,2,1,0,348,10886,119000,120,1,271000,0,1
6560,0,0,0,4402,5050,103000,240,0,111000,2,1
6561,3,1,1,6011,4985,1000,120,0,251000,2,1
6562,3,1,1,146,4074,13000,60,0,225000,0,0
6563,1,1,1,397,948,107000,120,0,159000,1,0
6564,0,1,1,4615,4066,68000,120,0,44000,0,1
6565,3,1,0,10511,9522,119000,60,0,145000,0,0
6566,3,0,0,106,9386,39000,120,1,470000,2,1
6567,2,0,0,13139,4648,19000,180,1,462000,0,1
6568,5,1,0,5716,168,28000,240,0,166000,2,0
6569,4,0,0,16875,12566,69000,120,1,35000,2,1
6570,4,1,1,8580,3147,72000,180,0,473000,0,0
6571,5,0,0,15846,14267,105000,240,1,483000,1,0
6572,1,0,1,16836,7493,83000,120,1,266000,0,1
6573,3,1,1,3129,17032,68000,60,0,469000,0,0
6574,0,0,1,15566,1086,17000,120,1,232000,1,1
6575,1,0,0,1761,12727,16000,120,1,373000,2,1
6576,4,1,0,17354,1222,130000,120,0,315000,1,0
6577,5,1,1,11495,2877,85000,60,0,150000,1,0
6578,4,0,1,1499,4491,141000,120,0,343000,2,0
6579,5,0,0,1189,4797,102000,240,1,53000,0,0
6580,3,1,1,10107,4716,84000,240,1,425000,2,1
6581,0,1,1,9608,1310,30000,240,1,409000,1,1
6582,4,1,1,3587,2892,142000,180,1,50000,0,1
6583,2,0,1,13910,7519,74000,180,1,482000,1,1
6584,1,1,0,847,3914,84000,120,0,53000,2,1
6585,0,0,1,6898,554,21000,180,1,139000,0,1
6586,0,0,0,6241,15536,22000,60,0,151000,0,0
6587,4,0,0,5693,5767,144000,60,1,4000,2,0
6588,5,0,1,5188,13739,146000,180,0,230000,0,0
6589,5,1,1,3998,4850,29000,180,1,187000,2,1
6590,2,1,1,1139,3962,120000,60,1,2000,0,0
6591,3,0,1,10596,18094,133000,180,1,310000,1,1
6592,3,0,1,3483,4521,33000,120,0,423000,0,0
6593,3,0,0,715,17339,15000,60,1,249000,0,0
6594,0,1,0,11390,3359,44000,60,1,44000,1,1
6595,5,0,1,8445,9862,94000,180,0,172000,0,0
6596,0,1,0,1497,7222,90000,120,1,378000,0,1
6597,0,0,1,3003,5567,31000,180,1,116000,1,1
6598,0,1,1,10407,8876,104000,120,1,1000,1,1
6599,4,1,1,6395,5136,83000,120,0,401000,2,1
6600,3,1,0,15175,15287,108000,60,1,359000,0,0
6601,4,1,1,8052,5325,147000,180,0,99000,0,0
6602,5,0,0,3643,4093,80000,180,1,170000,2,1
6603,4,1,0,7992,6310,67000,180,1,7000,0,0
6604,4,1,0,12274,1892,40000,240,1,499000,0,0
6605,5,1,0,1152,12196,144000,120,1,435000,0,0
6606,1,0,1,2888,17671,92000,240,0,203000,2,1
6607,2,0,0,2925,1427,128000,120,1,306000,0,1
6608,2,1,0,5324,9994,127000,120,1,38000,2,1
6609,4,1,0,45,10204,33000,180,1,400000,1,1
6610,3,1,1,1282,10639,126000,120,0,394000,2,1
6611,3,1,0,8125,4758,87000,180,0,316000,1,0
6612,2,0,0,3145,8393,138000,180,1,401000,2,1
6613,3,1,0,12750,4317,74000,120,0,136000,0,0
6614,0,1,0,3487,8464,127000,120,0,454000,1,1
6615,0,0,0,16331,19555,147000,180,0,19000,1,0
6616,2,0,0,8611,8278,135000,60,0,21000,1,0
6617,5,1,0,6265,6214,122000,240,0,463000,1,0
6618,2,0,1,10587,13145,22000,240,0,81000,2,1
6619,2,1,1,9215,1282,55000,180,0,446000,0,1
6620,5,1,0,8983,11322,88000,60,0,250000,1,0
6621,4,1,1,5351,14984,46000,180,0,397000,0,0
6622,0,0,0,7381,14093,16000,180,1,338000,2,1
6623,2,0,0,14149,6862,109000,240,0,200000,0,0
6624,0,1,1,14630,17809,14000,60,1,268000,1,1
6625,2,1,1,503,16616,126000,180,0,382000,0,1
6626,5,0,1,6544,19490,27000,180,1,272000,2,1
6627,2,1,1,8909,567,122000,240,0,328000,2,1
6628,3,0,1,6933,17388,5000,120,0,154000,1,0
6629,1,1,0,5547,7360,128000,60,1,270000,0,1
6630,0,1,1,18579,9826,138000,240,1,321000,2,1
6631,3,0,0,4940,11456,146000,60,0,144000,1,0
6632,5,0,0,4749,2000,126000,180,0,50000,1,0
6633,1,1,1,4873,1406,83000,60,1,475000,2,1
6634,0,0,1,4169,10221,6000,120,0,396000,1,1
6635,2,1,0,11322,1921,121000,240,0,90000,0,0
6636,1,0,1,4347,980,106000,240,0,198000,0,0
6637,1,0,1,4763,7972,56000,240,1,185000,1,1
6638,5,1,0,19554,19381,114000,60,1,300000,0,0
6639,0,1,1,9618,4391,109000,240,1,305000,1,1
6640,5,0,0,5136,487,108000,180,0,458000,1,0
6641,5,1,1,4975,10566,136000,120,1,369000,0,1
6642,4,1,0,9839,4576,27000,240,1,482000,1,1
6643,4,1,1,6037,19759,117000,120,0,366000,1,0
6644,4,1,0,10114,1255,144000,120,1,67000,1,1
6645,5,1,1,12728,16112,60000,240,0,441000,1,0
6646,2,0,0,9802,4329,39000,60,0,475000,1,0
6647,3,1,0,7,11214,25000,180,0,432000,1,0
6648,4,0,0,9162,15147,75000,120,1,122000,0,0
6649,2,0,1,4620,7933,123000,60,1,306000,0,1
6650,5,1,1,12620,17120,124000,120,0,407000,1,0
6651,4,1,0,10065,7469,46000,120,1,214000,1,1
6652,2,0,1,7685,475,147000,240,0,223000,0,0
6653,4,0,0,12196,8161,8000,240,0,107000,1,0
6654,0,0,1,9941,15653,146000,60,1,136000,1,1
6655,0,0,1,1245,4773,137000,60,0,86000,0,0
6656,1,1,0,1491,1202,27000,180,0,187000,1,1
6657,5,0,0,6527,8288,116000,240,1,495000,0,0
6658,2,0,0,6665,9297,69000,180,0,377000,0,0
6659,5,0,1,3005,7271,112000,120,1,128000,1,1
6660,0,1,0,10235,6627,127000,180,1,346000,0,1
6661,3,0,1,8575,6996,53000,240,1,75000,2,1
6662,1,1,1,18573,17614,102000,240,1,103000,2,1
6663,5,1,1,10341,6135,110000,120,1,315000,0,1
6664,4,0,1,9412,17073,42000,120,0,221000,1,0
6665,5,1,0,5354,12299,76000,180,1,289000,2,1
6666,1,0,0,17005,11610,129000,60,1,331000,1,1
6667,5,0,1,16684,8556,72000,60,0,444000,0,0
6668,5,1,0,19229,11766,41000,120,1,50000,1,1
6669,3,0,1,19562,4166,67000,60,1,166000,1,1
6670,0,1,1,16377,6536,118000,120,0,210000,1,1
6671,2,0,1,1967,10161,141000,180,0,209000,2,1
6672,3,1,1,8631,2717,147000,180,1,271000,2,1
6673,2,0,0,2862,10396,136000,120,0,93000,0,0
6674,4,0,1,3651,11326,15000,240,1,232000,1,1
6675,0,0,1,9869,12199,140000,180,1,127000,1,1
6676,1,0,1,8517,10791,138000,180,1,395000,1,1
6677,3,0,1,13703,9749,24000,240,0,218000,2,0
6678,4,0,1,4675,11288,95000,180,1,281000,0,0
6679,5,1,1,7468,5985,98000,120,0,36000,1,0
6680,1,1,0,11203,9482,105000,240,1,32000,1,1
6681,2,1,1,2635,19856,96000,180,1,184000,1,1
6682,2,1,0,18451,5731,45000,180,0,235000,2,1
6683,3,0,1,1747,19974,110000,120,1,446000,2,1
6684,5,0,1,8428,9165,90000,180,0,298000,0,0
6685,4,0,1,14486,12381,132000,120,0,492000,1,0
6686,0,1,1,7828,17155,24000,180,1,274000,2,1
6687,2,0,0,5742,14099,109000,180,1,226000,1,1
6688,4,0,1,4099,5677,34000,60,0,66000,2,0
6689,4,0,0,9092,6979,133000,180,1,387000,1,0
6690,5,1,0,9191,4302,69000,240,1,175000,1,1
6691,3,1,1,12174,567,6000,240,0,187000,2,1
6692,2,1,1,9867,10619,134000,180,1,352000,2,1
6693,0,0,0,4440,7419,139000,120,1,383000,2,1
6694,1,1,0,725,15695,74000,180,0,402000,0,0
6695,3,1,1,2246,11925,147000,120,1,384000,0,1
6696,4,1,1,526,6428,68000,60,0,10000,0,0
6697,1,1,0,3896,9267,84000,180,1,483000,1,1
6698,4,0,1,3687,14724,105000,180,0,272000,2,0
6699,2,1,1,11310,11749,2000,240,1,165000,0,1
6700,4,0,1,1178,4872,87000,60,0,163000,1,0
6701,4,0,0,16462,9741,50000,180,1,443000,2,1
6702,5,0,1,7790,8608,146000,240,1,201000,1,1
6703,4,1,0,2020,18131,56000,240,1,467000,1,1
6704,4,0,1,11263,10316,148000,120,1,93000,0,0
6705,5,0,1,12201,6973,24000,240,0,29000,2,0
6706,1,1,0,15581,10601,28000,60,1,418000,0,1
6707,4,0,1,3718,8094,122000,60,1,175000,1,1
6708,0,1,0,6707,872,108000,60,0,167000,2,1
6709,0,0,1,3450,3598,9000,120,0,278000,1,1
6710,1,0,0,12170,8219,1000,240,1,317000,0,1
6711,2,0,0,13785,2043,16000,240,1,227000,0,1
6712,0,0,0,1518,19857,25000,180,0,80000,0,0
6713,1,0,0,8439,12509,26000,60,0,34000,0,0
6714,1,1,1,12273,868,134000,60,1,284000,0,1
6715,1,0,0,12454,12527,107000,240,1,161000,0,1
6716,3,1,1,10894,16208,48000,240,0,274000,1,0
6717,0,0,1,9627,19261,2000,120,1,39000,0,1
6718,4,1,1,3665,10726,30000,240,0,214000,2,1
6719,5,0,0,6807,2425,34000,60,0,34000,0,0
6720,0,1,1,6100,14753,85000,240,1,179000,0,1
6721,3,0,0,2117,5394,43000,120,1,403000,2,1
6722,3,0,0,2412,1336,124000,120,0,98000,1,0
6723,2,1,1,4862,7430,40000,60,1,4000,2,1
6724,1,0,0,15141,8661,36000,60,1,452000,2,1
6725,1,1,0,9109,726,14000,240,0,467000,1,1
6726,5,1,0,4523,16677,30000,180,1,426000,1,1
6727,2,1,0,2223,16890,78000,60,1,209000,0,1
6728,3,0,1,5835,6832,28000,120,0,401000,0,0
6729,4,0,0,5746,3799,103000,60,0,416000,2,0
6730,3,0,1,3832,9643,78000,60,0,397000,1,0
6731,2,0,0,13281,6190,99000,240,1,466000,0,1
6732,5,0,1,9137,76,82000,120,0,30000,1,0
6733,0,0,0,8294,11734,49000,180,0,498000,2,1
6734,3,0,0,4610,381,56000,60,1,425000,1,0
6735,2,1,1,9905,2380,38000,240,0,381000,1,1
6736,3,1,0,12106,14996,118000,180,0,121000,0,0
6737,4,1,1,7872,19497,73000,60,0,248000,2,1
6738,0,1,1,2109,7426,103000,120,1,434000,1,1
6739,1,1,0,9759,8149,75000,240,1,167000,2,1
6740,3,1,1,7722,6218,9000,180,1,357000,0,1
6741,4,1,0,18897,3482,49000,60,1,282000,0,0
6742,1,1,0,1663,15924,139000,60,1,249000,0,1
6743,3,1,0,1487,8411,7000,120,0,54000,1,0
6744,2,1,0,8812,4002,120000,180,0,405000,0,0
6745,2,0,0,9935,14502,134000,60,1,371000,1,1
6746,2,0,1,1893,802,11000,180,0,427000,0,0
6747,3,1,0,8457,776,99000,120,1,264000,2,1
6748,0,1,0,2218,16804,5000,180,1,67000,2,1
6749,0,1,0,5877,4032,136000,180,1,427000,2,1
6750,4,0,0,3692,4878,115000,240,0,299000,2,0
6751,4,1,1,11065,12021,102000,240,1,234000,1,1
6752,5,1,0,1992,6638,75000,120,0,182000,0,0
6753,2,0,0,15906,5387,112000,60,1,305000,2,1
6754,0,0,0,18231,4688,63000,240,1,267000,0,1
6755,4,1,1,2511,11220,7000,120,0,198000,0,0
6756,5,0,1,11754,10896,113000,180,1,4000,1,1
6757,2,1,1,7702,2627,108000,120,0,178000,0,1
6758,1,1,0,303,16785,49000,120,0,195000,0,0
6759,5,1,1,8224,5479,74000,60,1,29000,2,1
6760,4,0,0,9465,11438,135000,240,1,492000,2,1
6761,2,0,1,5304,5461,146000,120,1,65000,2,1
6762,0,0,1,11743,2832,141000,60,0,236000,2,1
6763,3,1,1,2596,8486,64000,120,0,442000,2,1
6764,0,0,0,130,769,38000,120,0,257000,0,0
6765,0,0,0,5970,6338,89000,180,1,397000,2,1
6766,4,1,0,1268,11328,137000,180,0,419000,0,0
6767,1,0,0,2135,15068,138000,180,1,401000,0,1
6768,5,0,1,12151,3158,95000,240,0,166000,1,0
6769,4,1,0,2835,12481,41000,60,0,438000,0,0
6770,0,0,0,8867,8744,80000,240,0,288000,0,0
6771,3,0,1,6552,5611,49000,240,0,177000,0,0
6772,4,1,0,12684,17933,142000,60,1,16000,1,1
6773,5,0,1,15052,7769,134000,120,0,308000,0,0
6774,0,1,1,4451,11586,148000,180,0,291000,0,1
6775,5,0,1,11180,12196,99000,180,0,179000,2,0
6776,1,1,0,7099,16028,93000,60,1,335000,0,1
6777,4,1,0,2483,9131,104000,120,1,363000,1,1
6778,0,0,0,4270,12957,40000,120,1,382000,1,1
6779,4,1,1,5180,11215,30000,120,0,273000,1,0
6780,4,1,1,14849,2538,93000,240,0,209000,0,0
6781,3,0,0,2340,3846,51000,240,0,409000,1,0
6782,2,0,1,3301,4508,125000,180,1,489000,2,1
6783,3,0,1,3218,17705,23000,240,1,236000,1,1
6784,5,0,0,8190,3156,53000,180,1,345000,0,0
6785,3,0,0,4379,17969,72000,120,1,207000,2,1
6786,2,0,0,17705,11188,132000,60,1,345000,1,1
6787,0,1,1,6337,6145,128000,180,1,266000,2,1
6788,5,0,0,16249,2156,144000,60,0,254000,2,0
6789,5,1,0,10651,17988,36000,120,1,484000,0,0
6790,2,0,1,2018,8625,24000,240,0,186000,1,1
6791,2,1,0,9050,11290,37000,240,0,432000,0,0
6792,3,0,0,6394,2548,62000,120,0,305000,0,0
